"Title","Desc","Type","BodyPart","Equipment","Level","Rating","RatingDesc","Title_Original","BodyPart_Original","Equipment_Original","HasRating","RatingCategory","ComplexityScore","DescLength","ShortDesc"
"Lying rear delt fly","The lying rear delt fly is an upper-body exercise that targets the rear deltoid of the shoulder. By performing the movement lying face down on a bench, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.","Strength","Shoulders","Barbell","Intermediate",8.2,"Average","Lying rear delt fly","Shoulders","Barbell",TRUE,"Bardzo dobre (8.0-8.9)",3,366,"The lying rear delt fly is an upper-body exercise that targets the rear deltoid of the shoulder. By performing the movem..."
"Shoulder (Military) Press","The machine shoulder press is an upper body exercise targeting the deltoids.","Strength","Shoulders","Barbell","Intermediate",8,"Average","Machine Shoulder (Military) Press","Shoulders","Barbell",TRUE,"Bardzo dobre (8.0-8.9)",3,76,"The machine shoulder press is an upper body exercise targeting the deltoids."
"Standing Barbell Press Behind Neck","The standing behind-the-head press is a classic shoulder exercise that was used widely during bodybuilding's professed Golden Era. In addition to the deltoids, it also works the trapezius and triceps muscles. It may not be a good choice for some people's shoulders, depending on their injury history. It can be trained in strength-focused rep ranges, but is more commonly trained in moderate to high reps, such as 8-15 reps per set.","Strength","Shoulders","Barbell","Intermediate",7.9,"Average","Standing Barbell Press Behind Neck","Shoulders","Barbell",TRUE,"Dobre (7.0-7.9)",3,432,"The standing behind-the-head press is a classic shoulder exercise that was used widely during bodybuilding's professed G..."
"front raise","The barbell front raise is an upper-body isolation exercise that targets the shoulders. It is usually performed for moderate to high reps, such as 8-12 reps or higher, as part of the shoulder-focused part of any workout.","Strength","Shoulders","Barbell","Intermediate",7.4,"Average","Barbell front raise","Shoulders","Barbell",TRUE,"Dobre (7.0-7.9)",3,220,"The barbell front raise is an upper-body isolation exercise that targets the shoulders. It is usually performed for mode..."
"Overhead bar front raise","The overhead bar front raise is an exercise targeting the muscles of the traps (trapezius), especially the upper traps, as well as the front or anterior shoulders. It can also be performed with a weight plate or dumbbell, providing a neutral grip that may be more shoulder-friendly for some lifters. Overhead raises are most common for high reps (at least 8-12 reps per set or higher) on a shoulder, trap, or other upper-body-focused muscle-building day.","Strength","Shoulders","Barbell","Intermediate",7.2,"Average","Overhead bar front raise","Shoulders","Barbell",TRUE,"Dobre (7.0-7.9)",3,454,"The overhead bar front raise is an exercise targeting the muscles of the traps (trapezius), especially the upper traps, ..."
"Incline barbell shoulder protraction","The incline barbell shoulder protraction is an upper-body movement that targets strength and mobility in the scapula or shoulder blades. This can help increase pressing strength and prevent injury. It also helps develop the serratus anterior, an often-neglected muscle around the ribcage that can aid in shoulder health and upper-body muscle definition. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 8-12 reps per set or more.","Strength","Shoulders","Barbell","Intermediate",6.5,"Average","Incline barbell shoulder protraction","Shoulders","Barbell",TRUE,"Średnie (6.0-6.9)",3,495,"The incline barbell shoulder protraction is an upper-body movement that targets strength and mobility in the scapula or ..."
"Behind-the-head push-press","The behind-the-head push-press is an overhead press variation in which the barbell starts in the back rack position and is pushed overhead with assistance from the lower body. It is most often seen in training for Olympic weightlifting. It can be part of a barbell complex or performed for low reps focusing on power and movement quality.","Olympic Weightlifting","Shoulders","Barbell","Intermediate",6.5,"Average","Behind-the-head push-press","Shoulders","Barbell",TRUE,"Średnie (6.0-6.9)",3,338,"The behind-the-head push-press is an overhead press variation in which the barbell starts in the back rack position and ..."
"Seated EZ-bar shrug","The seated EZ-bar shrug is an exercise targeting the trapezius muscle, that V-shaped muscle that forms a triangle where the shoulders meet the neck. It is usually performed for moderate to high reps during an upper-body or shoulders and traps-focused workout.","Strength","Shoulders","Barbell","Intermediate",NA,"","Seated EZ-bar shrug","Shoulders","Barbell",FALSE,"Nie oceniono",3,259,"The seated EZ-bar shrug is an exercise targeting the trapezius muscle, that V-shaped muscle that forms a triangle where ..."
"Paul Carter Barbell Seated Military Press","The seated barbell shoulder pressis a classic exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also play a significant roles in pressing the barbell overhead.","Strength","Shoulders","Barbell","Intermediate",NA,"","Paul Carter Barbell Seated Military Press","Shoulders","Barbell",FALSE,"Nie oceniono",3,233,"The seated barbell shoulder pressis a classic exercise for building muscle and strengthening the shoulders, particularly..."
"TBS Barbell Military Press","The military press is a compound movement used to build size and strength in the shoulders. It was once contested as a fourth powerlift, but is rarely competed anymore. However, being able to press a significant weight overhead remains a popular marker of upper-body strength. The military press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.","Strength","Shoulders","Barbell","Intermediate",NA,"","TBS Barbell Military Press","Shoulders","Barbell",FALSE,"Nie oceniono",3,438,"The military press is a compound movement used to build size and strength in the shoulders. It was once contested as a f..."
"Incline Front Barbell Raise - Gethin Variation","The incline face-down bar front raise is an upper-body exercise targeting the shoulders. Because it is performed face down on an angled bench, it has a greater range of motion than standing or upright-seated raises and hits the shoulders from a different angle. Raise variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or shoulder-focused training.","Strength","Shoulders","Barbell","Intermediate",NA,"","Incline Front Barbell Raise - Gethin Variation","Shoulders","Barbell",FALSE,"Nie oceniono",3,414,"The incline face-down bar front raise is an upper-body exercise targeting the shoulders. Because it is performed face do..."
"Front Raise - Gethin Variation","The barbell front raise is an upper-body isolation exercise that targets the shoulders. It is usually performed for moderate to high reps, such as 8-12 reps or higher, as part of the shoulder-focused part of any workout.","Strength","Shoulders","Barbell","Intermediate",NA,"","Barbell Front Raise - Gethin Variation","Shoulders","Barbell",FALSE,"Nie oceniono",3,220,"The barbell front raise is an upper-body isolation exercise that targets the shoulders. It is usually performed for mode..."
"Single-arm barbell lateral raise","The single-arm barbell lateral raise is an isolation exercise targeting the shoulders. It is more challenging than using a dumbbell and has an instability component that may make the deltoid muscles work harder. It is generally performed one side at a time for moderate to high reps, such as 8-15 reps per set, as part of a shoulder-focused workout.","Strength","Shoulders","Barbell","Intermediate",NA,"","Single-arm barbell lateral raise","Shoulders","Barbell",FALSE,"Nie oceniono",3,349,"The single-arm barbell lateral raise is an isolation exercise targeting the shoulders. It is more challenging than using..."
"AM Upright Row","The barbell upright row is a barbell exercise that builds stronger and bigger traps. Many lifters combine this move with either their back or shoulder workout since it involves both body parts.","Strength","Shoulders","Barbell","Intermediate",NA,"","AM Upright Row","Shoulders","Barbell",FALSE,"Nie oceniono",3,193,"The barbell upright row is a barbell exercise that builds stronger and bigger traps. Many lifters combine this move with..."
"AM Barbell Shoulder Press","The standing barbell shoulder press is a compound movement used to build size and strength in the shoulders. The shoulder press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.","Strength","Shoulders","Barbell","Intermediate",NA,"","AM Barbell Shoulder Press","Shoulders","Barbell",FALSE,"Nie oceniono",3,270,"The standing barbell shoulder press is a compound movement used to build size and strength in the shoulders. The shoulde..."
"Standing barbell shoulder press","The standing barbell shoulder press is a compound movement used to build size and strength in the shoulders. The shoulder press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.","Strength","Shoulders","Barbell","Intermediate",NA,"","Standing barbell shoulder press","Shoulders","Barbell",FALSE,"Nie oceniono",3,270,"The standing barbell shoulder press is a compound movement used to build size and strength in the shoulders. The shoulde..."
"King Maker Barbell Thruster","The barbell thruster is a full-body exercise that incorporates both squatting and pressing in one functional movement. It's especially common in contemporary CrossFit workouts, but also in general strength training. The barbell is usually cleaned into place first, but it could be performed taken from a squat rack in a front-rack position. The thruster can be performed in traditional strength-focused rep ranges to build strength in the press, or in higher reps for full-body conditioning.","Strength","Shoulders","Barbell","Intermediate",NA,"","King Maker Barbell Thruster","Shoulders","Barbell",FALSE,"Nie oceniono",3,491,"The barbell thruster is a full-body exercise that incorporates both squatting and pressing in one functional movement. I..."
"Single-arm incline cable cross-over","The single-arm incline cable cross-over is an isolation movement that uses a cable stack and a bench to target the upper part of the pectoral muscles. Working the chest one side at a time allows you to focus on balance between the sides of your chest and really feel the chest muscles contracting. It is common in upper-body and chest-focused muscle-building workouts, often in combination with other presses or flyes to target the chest from different angles.","Strength","Shoulders","Barbell","Intermediate",NA,"","Single-arm incline cable cross-over","Shoulders","Barbell",FALSE,"Nie oceniono",3,460,"The single-arm incline cable cross-over is an isolation movement that uses a cable stack and a bench to target the upper..."
"bear complex","The barbell bear complex is a series of barbell lifts that run together in a single sequence: a barbell power clean, front squat, push-press, back squat, and another push-press from behind the neck. It trains the entire body for both building strength and improving conditioning. It is often performed for rounds, either with or without rest between rounds.","Strength","Shoulders","Barbell","Intermediate",NA,"","Barbell bear complex","Shoulders","Barbell",FALSE,"Nie oceniono",3,357,"The barbell bear complex is a series of barbell lifts that run together in a single sequence: a barbell power clean, fro..."
"Single-arm kettlebell push-press","The single-arm kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.","Strength","Shoulders","Kettlebells","Intermediate",9.3,"Average","Single-arm kettlebell push-press","Shoulders","Kettlebells",TRUE,"Doskonałe (9.0+)",3,421,"The single-arm kettlebell push-press is a popular kettlebell movement that involves performing a press with help from th..."
"Single-arm kettlebell snatch","The single-arm kettlebell snatch is a kettlebell exercise that involves lifting a kettlebell overhead in a single motion. It is popular as a full-body strength and conditioning movement, but it's also competed for reps in Russian-style girevoy sport. A ""snatch test"" of max reps in 5 or 10 minutes is also a common measurement of conditioning in kettlebell training. It can be performed from the ground or with a swing","Strength","Shoulders","Kettlebells","Intermediate",8.6,"Average","Single-arm kettlebell snatch","Shoulders","Kettlebells",TRUE,"Bardzo dobre (8.0-8.9)",3,418,"The single-arm kettlebell snatch is a kettlebell exercise that involves lifting a kettlebell overhead in a single motion..."
"Single-arm kettlebell clean and jerk","The single-arm kettlebell clean and jerk is a popular kettlebell movement that is performed both in an exercise setting and competitively as a part of Russian-style girevoy sport. It differs from a clean and push-press in that the lifter ""dips"" under the weight rather than simply using the legs to help push the weight up. Each rep of a clean and jerk is preceded by a clean at the start of each set. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.","Strength","Shoulders","Kettlebells","Intermediate",8.4,"Average","Single-arm kettlebell clean and jerk","Shoulders","Kettlebells",TRUE,"Bardzo dobre (8.0-8.9)",3,565,"The single-arm kettlebell clean and jerk is a popular kettlebell movement that is performed both in an exercise setting ..."
"pirate ship","The kettlebell pirate ship is a rotational shoulder and core-focused kettlebell movement. It demands the lifter raise the kettlebell to the side in both directions, emphasizing core strength in the transverse abdominis and obliques in particular. It is best learned with a light weight, using controlled movements in both directions.","Strength","Shoulders","Kettlebells","Intermediate",7.8,"Average","Kettlebell pirate ship","Shoulders","Kettlebells",TRUE,"Dobre (7.0-7.9)",3,333,"The kettlebell pirate ship is a rotational shoulder and core-focused kettlebell movement. It demands the lifter raise th..."
"Double Kettlebell Push Press","The double-kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a double clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.","Strength","Shoulders","Kettlebells","Intermediate",7.5,"Average","Double Kettlebell Push Press","Shoulders","Kettlebells",TRUE,"Dobre (7.0-7.9)",3,424,"The double-kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the mu..."
"Double-kettlebell windmill","The double-kettlebell windmill is an advanced kettlebell exercise emphasizing core strength and shoulder and hip mobility and stability. Because it involves holding one weight overhead while holding another under the torso, it builds strength across the core and stability in the shoulders. It doesn't work well in a metcon or conditioning setting, and shouldn't be performed under intense fatigue.","Strength","Shoulders","Kettlebells","Intermediate",3,"Average","Double-kettlebell windmill","Shoulders","Kettlebells",TRUE,"Słabe (<6.0)",3,398,"The double-kettlebell windmill is an advanced kettlebell exercise emphasizing core strength and shoulder and hip mobilit..."
"Kettlebell Power Clean","The kettlebell power clean is an explosive kettlebell exercise where the lifter pulls the weight to shoulder level with a slight swing between the legs. It is often used as a drill to teach kettlebell clean technique, but is also a valuable power exercise in its own right. It can be performed in low rep ranges for strength or higher rep ranges for technique practice or muscle growth.","Strength","Shoulders","Kettlebells","Intermediate",NA,"","FYR Kettlebell Power Clean","Shoulders","Kettlebells",FALSE,"Nie oceniono",3,386,"The kettlebell power clean is an explosive kettlebell exercise where the lifter pulls the weight to shoulder level with ..."
"upright row and press","The kettlebell upright row and press is a combination of two popular kettlebell movements in a single sequence. This combination can be performed for time or for reps, often as circuit-style training for conditioning or fat loss, or in a kettlebell complex or flow.","Strength","Shoulders","Kettlebells","Intermediate",NA,"","Kettlebell upright row and press","Shoulders","Kettlebells",FALSE,"Nie oceniono",3,265,"The kettlebell upright row and press is a combination of two popular kettlebell movements in a single sequence. This com..."
"Single-arm kettlebell thruster","The single-arm kettlebell thruster is a popular kettlebell movement that combines a kettlebell front squat with a kettlebell press. It is preceded by a clean at the start of each set, and you can perform a clean between each rep if you choose. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a kettlebell combination or complex.","Strength","Shoulders","Kettlebells","Intermediate",NA,"","Single-arm kettlebell thruster","Shoulders","Kettlebells",FALSE,"Nie oceniono",3,400,"The single-arm kettlebell thruster is a popular kettlebell movement that combines a kettlebell front squat with a kettle..."
"Double-kettlebell shoulder press","The double-kettlebell shoulder press is a popular movement in strength and muscle-focused kettlebell workouts. Each set is started by cleaning the weights up to the rack position. The weights can optionally be re-cleaned between each rep, which is known as a clean and press. The double press can be trained in traditional strength or muscle-growth rep ranges (e.g., 5x5 or 8-12 reps per set), or in circuit-style fat-loss training or kettlebell complexes.","Strength","Shoulders","Kettlebells","Intermediate",NA,"","Double-kettlebell shoulder press","Shoulders","Kettlebells",FALSE,"Nie oceniono",3,456,"The double-kettlebell shoulder press is a popular movement in strength and muscle-focused kettlebell workouts. Each set ..."
"Double-kettlebell push-press","The double-kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a double clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.","Strength","Shoulders","Kettlebells","Intermediate",NA,"","Double-kettlebell push-press","Shoulders","Kettlebells",FALSE,"Nie oceniono",3,424,"The double-kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the mu..."
"Dumbbell front raise to lateral raise","The dumbbell front raise to lateral raise is a dumbbell complex that combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders. It is usually performed one rep of each movement at a time, although you could perform more reps of each, or increase the reps in successive rounds (e.g., 1 rep in round 1, 2 reps in round 2, etc.). No matter how you perform it, it targets both the anterior and medial deltoids, making it a great time-efficient shoulder burnout or accessory movement on an upper-body day.","Strength","Shoulders","Dumbbell","Intermediate",9.5,"Average","Dumbbell front raise to lateral raise","Shoulders","Dumbbell",TRUE,"Doskonałe (9.0+)",3,554,"The dumbbell front raise to lateral raise is a dumbbell complex that combines two exercises that build and strengthen th..."
"Single-arm palm-in dumbbell shoulder press","The single-arm palm-in dumbbell shoulder press builds the shoulder muscles but with two major differences from the standard dumbbell shoulder press. It's done one arm at a time and the wrist stays neutral throughout the movement. It can be performed standing or seated. A single dumbbell press can be pursued as a strength goal, or trained in traditional muscle-building rep ranges such as 8-15 reps per set or more.","Strength","Shoulders","Dumbbell","Intermediate",9.4,"Average","Single-arm palm-in dumbbell shoulder press","Shoulders","Dumbbell",TRUE,"Doskonałe (9.0+)",3,416,"The single-arm palm-in dumbbell shoulder press builds the shoulder muscles but with two major differences from the stand..."
"Standing palms-in shoulder press","The standing palms-in shoulder press is a dumbbell exercise targeting the shoulders. It can be performed in strength-focused rep ranges, such as 5-8 reps per set, or for higher reps to build muscle or for conditioning.","Strength","Shoulders","Dumbbell","Intermediate",9.3,"Average","Standing palms-in shoulder press","Shoulders","Dumbbell",TRUE,"Doskonałe (9.0+)",3,218,"The standing palms-in shoulder press is a dumbbell exercise targeting the shoulders. It can be performed in strength-foc..."
"Seated Dumbbell Press","The seated dumbbell shoulder pressis an exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also assist. Some lifters feel that using dumbbells versus a barbell reduced injury risk.","Strength","Shoulders","Dumbbell","Intermediate",9.1,"Average","Seated Dumbbell Press","Shoulders","Dumbbell",TRUE,"Doskonałe (9.0+)",3,253,"The seated dumbbell shoulder pressis an exercise for building muscle and strengthening the shoulders, particularly but n..."
"Standing dumbbell shoulder press","The standing dumbbell shoulder press is a classic deltoid-building exercise that is common in gyms around the world. Performing the move standing up as opposed to seated allows more weight to be used and taxes the core more than seated presses. The standing press is worthy of being the main movement in a muscle-building shoulder workout, but is also a great strength movement and accessory for the bench press.","Strength","Shoulders","Dumbbell","Intermediate",9.1,"Average","Standing dumbbell shoulder press","Shoulders","Dumbbell",TRUE,"Doskonałe (9.0+)",3,412,"The standing dumbbell shoulder press is a classic deltoid-building exercise that is common in gyms around the world. Per..."
"Single-arm lateral raise","The single-arm lateral raise is a shoulder exercise that targets the medial or middle head of the deltoid muscle. It's a staple strength-training move and is a great option for accessory work on upper-body training days. Hold on to a post for balance, or do it free-standing to challenge core strength and stability. It is usually performed for moderate to high reps, at least 8-12 reps per side, as part of the upper-body or shoulder-focused portion of a workout.","Strength","Shoulders","Dumbbell","Intermediate",9.1,"Average","Single-arm lateral raise","Shoulders","Dumbbell",TRUE,"Doskonałe (9.0+)",3,464,"The single-arm lateral raise is a shoulder exercise that targets the medial or middle head of the deltoid muscle. It's a..."
"Incline dumbbell reverse fly","The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.","Strength","Shoulders","Dumbbell","Intermediate",9.1,"Average","Incline dumbbell reverse fly","Shoulders","Dumbbell",TRUE,"Doskonałe (9.0+)",3,294,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the post..."
"Overhead dumbbell front raise","The overhead dumbbell front raise takes the dumbbell front raise one step further, extending the motion all the way above the head. In addition to the shoulders, it activates and strengthens the muscles of the traps and upper back. It is usually performed for moderate to high reps, such as 8-15 reps or more. It can be part of a dynamic upper-body warm-up, performed as a muscle-building upper-body movement, or as a burnout movement on shoulder day.","Strength","Shoulders","Dumbbell","Intermediate",9.1,"Average","Overhead dumbbell front raise","Shoulders","Dumbbell",TRUE,"Doskonałe (9.0+)",3,451,"The overhead dumbbell front raise takes the dumbbell front raise one step further, extending the motion all the way abov..."
"Seated dumbbell shoulder press","The seated dumbbell shoulder press is a popular exercise for building muscle and strength in the shoulders. The triceps also work hard in this lift. Many lifters find using dumbbells to be more comfortable and shoulder-friendly for this press variation than a barbell. This can be the primary pressing movement on an upper-body or shoulder day, or an effective accessory movement later in a workout.","Strength","Shoulders","Dumbbell","Intermediate",9,"Average","Seated dumbbell shoulder press","Shoulders","Dumbbell",TRUE,"Doskonałe (9.0+)",3,399,"The seated dumbbell shoulder press is a popular exercise for building muscle and strength in the shoulders. The triceps ..."
"Alternating standing shoulder press","The alternating standing shoulder press is a popular dumbbell exercise targeting the shoulders. It can be performed in strength-focused rep ranges, such as 5-8 reps per set, or for higher reps to build muscle or for conditioning.","Strength","Shoulders","Dumbbell","Intermediate",9,"Average","Alternating standing shoulder press","Shoulders","Dumbbell",TRUE,"Doskonałe (9.0+)",3,229,"The alternating standing shoulder press is a popular dumbbell exercise targeting the shoulders. It can be performed in s..."
"Single-arm incline rear delt raise","The single-arm incline rear delt raise is an upper-body exercise targeting the posterior deltoids or shoulder muscles, as well as the postural muscles of the upper back. Training each side independently can help correct imbalances in size, strength, and shoulder stability. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.","Strength","Shoulders","Dumbbell","Intermediate",9,"Average","Single-arm incline rear delt raise","Shoulders","Dumbbell",TRUE,"Doskonałe (9.0+)",3,416,"The single-arm incline rear delt raise is an upper-body exercise targeting the posterior deltoids or shoulder muscles, a..."
"Alternating dumbbell front raise","The alternating dumbbell front raise is a single-joint exercise targeting the shoulder muscles, particularly the front or anterior deltoids. Performing the movement one shoulder at a time gives a momentary rest to each side while the other is working, potentially allowing you to do more reps during each set. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.","Strength","Shoulders","Dumbbell","Intermediate",9,"Average","Alternating dumbbell front raise","Shoulders","Dumbbell",TRUE,"Doskonałe (9.0+)",3,442,"The alternating dumbbell front raise is a single-joint exercise targeting the shoulder muscles, particularly the front o..."
"Alternating Deltoid Raise","The dumbbell front raise to lateral raise combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders.","Strength","Shoulders","Dumbbell","Intermediate",9,"Average","Alternating Deltoid Raise","Shoulders","Dumbbell",TRUE,"Doskonałe (9.0+)",3,154,"The dumbbell front raise to lateral raise combines two exercises that build and strengthen the middle deltoids and the a..."
"Single-dumbbell front raise","The single-dumbbell front raise is an isolation movement that targets the shoulders. In particular, it focuses on the anterior or front head of the deltoid muscles. By performing it with one dumbbell at a time, you can focus on each shoulder muscle independently and try to address muscular imbalances between shoulders. This movement is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.","Strength","Shoulders","Dumbbell","Intermediate",9,"Average","Single-dumbbell front raise","Shoulders","Dumbbell",TRUE,"Doskonałe (9.0+)",3,464,"The single-dumbbell front raise is an isolation movement that targets the shoulders. In particular, it focuses on the an..."
"Arnold press","Named after the iconic bodybuilder and movie star, the Arnold press adds rotation to a classic shoulder press. It allows the hands to rotate naturally, while also hitting all three heads of the deltoids in one motion. It is usually performed for moderate to high reps, such as 8-12 reps or more, as part of the upper-body or shoulder-focused portion of a workout.","Strength","Shoulders","Dumbbell","Intermediate",8.9,"Average","Arnold press","Shoulders","Dumbbell",TRUE,"Bardzo dobre (8.0-8.9)",3,363,"Named after the iconic bodybuilder and movie star, the Arnold press adds rotation to a classic shoulder press. It allows..."
"Single-arm standing shoulder press","The single-arm standing shoulder press is a popular exercise to build size and strength the shoulders and triceps. Most lifters find they can go heavier (per arm) on this movement than if they are pressing two dumbbells simultaneously, making it an effective strength movement as well as a muscle-building movement in higher reps.","Strength","Shoulders","Dumbbell","Intermediate",8.8,"Average","Single-arm standing shoulder press","Shoulders","Dumbbell",TRUE,"Bardzo dobre (8.0-8.9)",3,330,"The single-arm standing shoulder press is a popular exercise to build size and strength the shoulders and triceps. Most ..."
"Dumbbell front raise","The dumbbell front raise is a single-joint exercise targeting the shoulder muscles, particularly the front or anterior deltoids. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.","Strength","Shoulders","Dumbbell","Intermediate",8.8,"Average","Dumbbell front raise","Shoulders","Dumbbell",TRUE,"Bardzo dobre (8.0-8.9)",3,261,"The dumbbell front raise is a single-joint exercise targeting the shoulder muscles, particularly the front or anterior d..."
"Bent-over dumbbell rear delt row","The bent-over dumbbell rear delt row is a popular upper-body exercise that targets the muscles on the backside of the shoulder joint, specifically the medial and rear heads of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout.","Strength","Shoulders","Dumbbell","Intermediate",8.7,"Average","Bent-over dumbbell rear delt row","Shoulders","Dumbbell",TRUE,"Bardzo dobre (8.0-8.9)",3,460,"The bent-over dumbbell rear delt row is a popular upper-body exercise that targets the muscles on the backside of the sh..."
"Incline dumbbell front raise","The incline dumbbell front raise is an upper-body exercise targeting the shoulders. Because it is performed face down on an angled bench, it has a greater range of motion than standing or upright-seated raises and hits the shoulders from a different angle. Raise variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or shoulder-focused training.","Strength","Shoulders","Dumbbell","Intermediate",8.7,"Average","Incline dumbbell front raise","Shoulders","Dumbbell",TRUE,"Bardzo dobre (8.0-8.9)",3,409,"The incline dumbbell front raise is an upper-body exercise targeting the shoulders. Because it is performed face down on..."
"Side Lateral Raise","The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed.","Strength","Shoulders","Dumbbell","Intermediate",8.6,"Average","Side Lateral Raise","Shoulders","Dumbbell",TRUE,"Bardzo dobre (8.0-8.9)",3,338,"The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple ..."
"Dumbbell external shoulder rotation","The dumbbell external shoulder rotation is a lightweight dumbbell exercise intended to maintain the health of the shoulder joints, including the rotator cuffs. It is often used as a warm-up or prehab for a shoulder or chest-focused workout with lots of pressing.","Strength","Shoulders","Dumbbell","Intermediate",8.5,"Average","Dumbbell external shoulder rotation","Shoulders","Dumbbell",TRUE,"Bardzo dobre (8.0-8.9)",3,262,"The dumbbell external shoulder rotation is a lightweight dumbbell exercise intended to maintain the health of the should..."
"Single-arm incline lateral raise","The single-arm incline lateral raise is an exercise targeting the lateral or medial head of the shoulder muscles. It is performed lying sideways on an incline bench set to around 45 degrees, which helps to increase the range of motion in the lift and enforce strict form. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 8-12 reps per set or more.","Strength","Shoulders","Dumbbell","Intermediate",8.5,"Average","Single-arm incline lateral raise","Shoulders","Dumbbell",TRUE,"Bardzo dobre (8.0-8.9)",3,413,"The single-arm incline lateral raise is an exercise targeting the lateral or medial head of the shoulder muscles. It is ..."
"Seated rear delt fly","The seated rear delt fly is an upper-body exercise that targets the real deltoid of the shoulder. By performing the movement seated, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.","Strength","Shoulders","Dumbbell","Intermediate",8.4,"Average","Seated rear delt fly","Shoulders","Dumbbell",TRUE,"Bardzo dobre (8.0-8.9)",3,347,"The seated rear delt fly is an upper-body exercise that targets the real deltoid of the shoulder. By performing the move..."
"Seated Side Lateral Raise","The seated dumbbell lateral raiseis an iconic exercise for developing the shoulders. If you’ve ever worked out with weights, chances are you’ve done this move at some point. Proper execution is paramount to avoid injury.","Strength","Shoulders","Dumbbell","Intermediate",8.3,"Average","Seated Side Lateral Raise","Shoulders","Dumbbell",TRUE,"Bardzo dobre (8.0-8.9)",3,220,"The seated dumbbell lateral raiseis an iconic exercise for developing the shoulders. If you’ve ever worked out with weig..."
"Dumbbell Lying Rear Lateral Raise","The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.","Strength","Shoulders","Dumbbell","Intermediate",8.3,"Average","Dumbbell Lying Rear Lateral Raise","Shoulders","Dumbbell",TRUE,"Bardzo dobre (8.0-8.9)",3,294,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the post..."
